imgname,sight,scale,x,y,angle1,angle2,distance,gain
bs0_ue00000.png,0,0.742029,101.22320502298429,49.28644546237412,0.12454124,0.7000424,0.29885173,0.6308617
bs0_ue00002.png,0,0.742029,73.8505571076063,30.773076523963347,0.2969306,0.7043961,0.30100876,0.68298286
bs0_ue00003.png,0,0.742029,140.26625051042478,52.22271280502514,0.12454124,0.6511587,0.5160485,0.67341566
bs0_ue00014.png,0,0.742029,141.5528762352954,34.24676415611789,0.14020482,0.7625603,0.6396874,0.812408
bs0_ue00018.png,0,0.742029,124.18724292446792,47.50017349726224,0.12454124,0.67586064,0.42903632,0.65434945
bs0_ue00019.png,0,0.742029,61.97002866464788,32.03985784922153,0.2969306,0.82448405,0.24042477,0.6329635
bs0_ue00020.png,0,0.742029,139.74630102058006,55.61789741371294,0.12454124,0.6412874,0.5112914,0.6763108
bs0_ue00029.png,0,0.742029,113.48839120842986,56.28552415067335,0.12454124,0.646346,0.35949847,0.6625611
bs0_ue00033.png,0,0.742029,109.76808550609208,51.06330065266991,0.12454124,0.6755061,0.34313312,0.6496814
bs0_ue00034.png,0,0.742029,66.07806088441286,29.06160228239058,0.2969306,0.79128516,0.26871738,0.66426367
bs0_ue00037.png,0,0.742029,93.12803893109299,54.341604438640545,0.12454124,0.68214136,0.24536434,0.602283
bs0_ue00038.png,0,0.742029,117.92806329671751,32.20592187097809,0.17300299,0.79014295,0.5334271,0.7415638
bs0_ue00043.png,0,0.742029,78.29376027082499,168.09665131686228,-0.023316747,0.32580176,0.64569896,0.5795273
bs0_ue00044.png,0,0.742029,97.01030660526744,57.85208459507648,0.12454124,0.645715,0.26388916,0.6480043
bs0_ue00049.png,0,0.742029,77.65857733323092,162.04899808498052,-0.023316747,0.32516032,0.6105183,0.5798973
bs0_ue00051.png,0,0.742029,137.05746594809636,40.93728520044365,0.14020482,0.7548235,0.5954718,0.81334853
bs0_ue00056.png,0,0.742029,79.04110960622833,42.63917016720371,0.17300299,0.8836765,0.22119628,0.60546535
bs0_ue00058.png,0,0.742029,112.61237240053961,56.47827219690875,0.12454124,0.64578104,0.35435483,0.6622596
bs0_ue00065.png,0,0.742029,140.61786932855725,57.31027073065877,0.12454124,0.63614976,0.5158217,0.6781722
bs0_ue00067.png,0,0.742029,108.04756363969604,53.291527959149846,0.12454124,0.6656878,0.33070445,0.6528115
bs0_ue00068.png,0,0.742029,119.20768379672492,94.4434894054006,-0.077711284,0.59495276,0.39255878,0.6374578
bs0_ue00077.png,0,0.742029,118.70271593158758,37.57367499113916,0.12454124,0.7189677,0.41856694,0.62656343
bs0_ue00080.png,0,0.742029,76.46124450661632,148.6564605965535,-0.023316747,0.32392874,0.5327059,0.5776147
bs0_ue00085.png,0,0.742029,138.03613605398172,56.293873150510294,0.12454124,0.6395639,0.5011719,0.67612505
bs0_ue00087.png,0,0.742029,108.07707838911956,44.24703746080005,0.12454124,0.71200556,0.34655386,0.6289328
bs0_ue00089.png,0,0.742029,136.41572283563042,58.16935693887975,0.12454124,0.63397175,0.49133998,0.6771292
bs0_ue00090.png,0,0.742029,140.63436550323505,55.762690460884954,0.12454124,0.64069355,0.5163695,0.6768475
bs0_ue00091.png,0,0.742029,98.5166800758461,56.673229968100976,0.12454124,0.6537423,0.27325934,0.6474276
bs0_ue00093.png,0,0.742029,113.14097966521526,21.848858198264487,0.12454124,0.7225631,0.609636,0.73002
bs0_ue00098.png,0,0.742029,92.98633535886064,38.294390327062686,0.13877222,0.90154016,0.29725832,0.6678938
bs0_ue00099.png,0,0.742029,65.45675212154781,16.89961939492931,0.2969306,1.0705683,0.35018644,0.7391014
bs0_ue00100.png,0,0.742029,106.21847717542038,35.586354279954016,0.17621484,0.8506424,0.475543,0.6884962
bs0_ue00104.png,0,0.742029,137.25555631922742,38.72922659356979,0.14020482,0.75997007,0.6040813,0.8112025
bs0_ue00111.png,0,0.742029,103.78868362287727,51.437515245361034,0.12454124,0.68192494,0.30912897,0.6430512
bs0_ue00112.png,0,0.742029,108.19701763677699,20.58037602303953,-0.077711284,0.9162067,0.7186018,0.79666597
bs0_ue00116.png,0,0.742029,118.77529358017006,35.68376675305143,0.17300299,0.77931654,0.5227123,0.78220487
bs0_ue00118.png,0,0.742029,65.29155922477423,22.61931218321656,0.2969306,1.1052827,0.326035,0.72897315
bs0_ue00121.png,0,0.742029,116.13115498181338,33.067464479151084,0.17300299,0.79267806,0.5226628,0.74005055
bs0_ue00122.png,0,0.742029,142.24882747170258,60.339073971502465,0.14020482,0.58093596,0.56547254,0.7063117
bs0_ue00124.png,0,0.742029,71.90680817057016,152.28809440062315,-0.077711284,0.2170262,0.697824,0.75331473
bs0_ue00130.png,0,0.742029,66.37962537852295,161.7703070904237,-0.077711284,0.21586168,0.76136094,0.75785285
bs0_ue00139.png,0,0.742029,99.47295968216876,57.67354537356357,0.12454124,0.64544636,0.27813503,0.65026873
bs0_ue00152.png,0,0.742029,132.5193274117319,58.68936852872328,0.12454124,0.63260186,0.46871763,0.67584693
bs0_ue00157.png,0,0.742029,145.65061365526145,100.39879303908609,-0.077711284,0.5880129,0.54935676,0.64450645
bs0_ue00161.png,0,0.742029,109.09006736933463,16.335087970955314,-0.077711284,0.915343,0.7436664,0.79926324
bs0_ue00162.png,0,0.742029,119.77397541066453,45.87390735402525,0.12454124,0.68653244,0.40684023,0.65181434
bs0_ue00168.png,0,0.742029,140.7985406500285,98.92126156794411,-0.077711284,0.59054303,0.5201359,0.6449274
bs0_ue00177.png,0,0.742029,127.48244826010843,49.48936928341076,0.12454124,0.66613877,0.44523916,0.6625355
bs0_ue00179.png,0,0.742029,69.44344439368273,19.12615792644223,0.2969306,0.7611115,0.37312567,0.78665835
bs0_ue00190.png,0,0.742029,115.09657762701997,56.4005937234259,0.12454124,0.6451262,0.3687042,0.66380227
bs0_ue00191.png,0,0.742029,94.7797194988336,59.2795548421962,0.12454124,0.6345787,0.25055566,0.64622337
bs0_ue00199.png,0,0.742029,73.8957262317241,141.71228348218196,-0.023316747,0.31734467,0.49203676,0.5739752
bs0_ue00201.png,0,0.742029,143.5800875707014,46.610076964646936,0.12454124,0.66558963,0.5399002,0.67770964
bs0_ue00203.png,0,0.742029,104.05349871770511,56.920317238275054,0.12454124,0.647725,0.30486897,0.6566666
bs0_ue00204.png,0,0.742029,130.7295191966891,41.534849338772474,0.14020482,0.76610416,0.5644015,0.80564356
bs0_ue00213.png,0,0.742029,77.97404877706936,168.02513109325915,-0.023316747,0.32513148,0.6451807,0.56968266
bs0_ue00215.png,0,0.742029,108.33785698402623,50.11889077111541,0.12454124,0.68228626,0.33649418,0.6456805
bs0_ue00216.png,0,0.742029,131.8355667500866,52.57190282320503,0.12454124,0.65321916,0.4673498,0.6691932
bs0_ue00217.png,0,0.742029,70.68841136936696,169.6343404368293,-0.056483943,0.29533082,0.73467255,0.75434965
bs0_ue00222.png,0,0.742029,114.32748984204122,56.38096494880928,0.12454124,0.64552903,0.3642828,0.6632673
bs0_ue00223.png,0,0.742029,110.151834173597,54.43967413672511,0.12454124,0.65765643,0.3415983,0.6568295
bs0_ue00227.png,0,0.742029,108.48019363124622,39.03547273758843,0.17300299,0.7993548,0.4673506,0.6950984
bs0_ue00228.png,0,0.742029,142.8637433846925,100.04829029593182,-0.077711284,0.58693826,0.5331434,0.64203745
bs0_ue00229.png,0,0.742029,79.86980994004279,55.354959118848456,0.12454124,0.74296033,0.17256553,0.52557135
bs0_ue00232.png,0,0.742029,114.10415927140313,44.6900174521481,0.12454124,0.6990588,0.37788957,0.64378375
bs0_ue00236.png,0,0.742029,115.66806149085816,58.09791261527514,0.12454124,0.63703215,0.37137696,0.6665521
bs0_ue00243.png,0,0.742029,109.56759048500798,45.98926155177224,0.12454124,0.70084774,0.35068902,0.63708556
bs0_ue00244.png,0,0.742029,69.35396174543044,152.91186991344006,-0.077711284,0.21141589,0.708083,0.756572
bs0_ue00245.png,0,0.742029,62.75331147434939,163.9150944235333,-0.077711284,0.21059242,0.7823987,0.7608885
bs0_ue00247.png,0,0.742029,129.6175152184079,100.31202554078075,-0.077711284,0.5649565,0.4593583,0.5965164
bs0_ue00248.png,0,0.742029,69.97609678327936,32.1970329461517,0.2969306,0.7063191,0.27718973,0.6754473
bs0_ue00249.png,0,0.742029,134.66502036982382,35.35274098451678,0.14020482,0.77311075,0.6049855,0.8060778
bs0_ue00250.png,0,0.742029,147.04463270303452,88.47917437189113,-0.077711284,0.720594,1.0963657,0.8200784
bs0_ue00253.png,0,0.742029,60.03520832743734,170.8767992625625,-0.077711284,0.21299298,0.82528013,0.7628841
bs0_ue00261.png,0,0.742029,71.4539370294153,170.77923498946808,-0.056483943,0.29703313,0.7408807,0.7542889
bs0_ue00263.png,0,0.742029,64.16279859682034,32.80657203424664,0.2969306,0.75599784,0.24602482,0.6569631
bs0_ue00264.png,0,0.742029,116.98019306523061,31.66996438144601,0.17300299,0.7938293,0.5319416,0.7377696
bs0_ue00266.png,0,0.742029,141.4041398382004,58.825684926060845,0.14020482,0.5854156,0.5587434,0.7049091
bs0_ue00268.png,0,0.742029,136.39350483606435,100.97654727780181,-0.077711284,0.57370365,0.49801466,0.62013924
bs0_ue00275.png,0,0.742029,105.69192093570467,57.08994683496198,0.12454124,0.64574564,0.31420314,0.658305
bs0_ue00276.png,0,0.742029,62.12764363656946,163.47954573204012,-0.077711284,0.20876011,0.7820206,0.7610699
bs0_ue00277.png,0,0.742029,101.49929644259186,77.68297055775447,-0.077711284,0.97478426,0.38525677,0.73634005
bs0_ue00279.png,0,0.742029,77.76819073109003,167.7261454740987,-0.023316747,0.3247277,0.6433872,0.5570977
bs0_ue00280.png,0,0.742029,78.63014561425497,158.60739890219924,-0.023316747,0.3278999,0.59097135,0.5807885
bs0_ue00281.png,0,0.742029,72.20173658980984,171.75559014539863,-0.056483943,0.2986405,0.74616534,0.7542069
bs0_ue00282.png,0,0.742029,67.58303883001878,33.936804087171794,0.2969306,0.69118685,0.26075557,0.6743305
bs0_ue00289.png,0,0.742029,107.76343889524534,30.112713761861063,0.12454124,1.1618463,0.49806812,0.6744673
bs0_ue00294.png,0,0.742029,112.10719581040634,85.87422432276905,-0.26098812,0.7838268,0.7343165,0.9122415
bs0_ue00301.png,0,0.742029,109.53936086055936,53.17428316143978,0.12454124,0.6648229,0.33930412,0.6539678
bs0_ue00302.png,0,0.742029,60.8122725122603,34.23691613131023,0.2969306,0.8085291,0.22625697,0.595125
bs0_ue00305.png,0,0.742029,138.98683528541338,97.44703347173763,-0.077711284,0.59676415,0.5083305,0.6498816
bs0_ue00308.png,0,0.742029,145.7256856537952,28.058219826987894,0.14020482,0.7683356,0.6810983,0.812712
bs0_ue00314.png,0,0.742029,110.00258372651204,62.259297358998104,0.20186135,0.5435921,0.417145,0.8580243
bs0_ue00317.png,0,0.742029,71.4390330297064,30.6140315270697,0.2969306,0.7192212,0.28864345,0.6796858
bs0_ue00318.png,0,0.742029,139.09216378335617,94.00233273901695,-0.077711284,0.6161352,0.5067585,0.6638731
bs0_ue00327.png,0,0.742029,78.20946297247143,39.39986863047132,0.17300299,0.93671787,0.23899761,0.6509445
bs0_ue00336.png,0,0.742029,123.00276134760232,57.243692631959135,0.12454124,0.6391529,0.41399407,0.66962343
bs0_ue00340.png,0,0.742029,86.0161228199976,37.07618672585573,0.14020482,0.93950987,0.28580973,0.6642608
bs0_ue00341.png,0,0.742029,93.24670167877535,55.52673116549354,0.12454124,0.6709556,0.2443967,0.60402226
bs0_ue00345.png,0,0.742029,104.93535320048139,61.23784380394836,0.14020482,0.49819088,0.36846754,0.7049002
bs0_ue00350.png,0,0.742029,104.91658520084795,56.51624807116703,0.12454124,0.64969254,0.310066,0.65656054
bs0_ue00354.png,0,0.742029,101.85568488563115,54.052225344292474,0.12454124,0.6683971,0.29475707,0.6477599
bs0_ue00357.png,0,0.742029,73.90602793152289,159.68438020616446,-0.023316747,0.31669936,0.59609216,0.66627336
bs0_ue00358.png,0,0.742029,119.57924016446796,54.21950894102521,0.12454124,0.6527412,0.3957953,0.6636142
bs0_ue00360.png,0,0.742029,108.83936277423119,93.70910516974403,-0.077711284,0.55754054,0.33327737,0.55404955
bs0_ue00374.png,0,0.742029,141.73020623183191,60.4633239940757,0.14020482,0.5800928,0.56272495,0.70627344
bs0_ue00380.png,0,0.742029,112.4868510529912,42.63485766728794,0.12454124,0.71053606,0.37364513,0.6324179
bs0_ue00381.png,0,0.742029,126.54065002850294,55.20116502185225,0.12454124,0.64599454,0.4352576,0.66916174
bs0_ue00382.png,0,0.742029,98.67479357275793,58.20439168819547,0.12454124,0.6419049,0.27330709,0.6505211
bs0_ue00383.png,0,0.742029,99.90324367376476,46.26381254640991,0.12454124,0.72172254,0.29887244,0.5981648
bs0_ue00389.png,0,0.742029,140.1246452631905,35.04793004047011,0.14020482,0.7633144,0.6303261,0.8114542
bs0_ue00392.png,0,0.742029,114.19885314455365,87.00968830059202,-0.26952428,0.75658756,0.7001407,0.900829
bs0_ue00396.png,0,0.742029,66.43011440253683,26.738192927769667,0.2969306,0.81249964,0.28027672,0.65903753
bs0_ue00402.png,0,0.742029,144.17820543401945,55.366758118618,0.12454124,0.6411852,0.53699213,0.67810386
bs0_ue00405.png,0,0.742029,133.05971815117738,56.23761572660907,0.12454124,0.6406749,0.47243372,0.6736949
bs0_ue00408.png,0,0.742029,109.6075156092282,34.01894341056751,0.12454124,1.1704124,0.47857592,0.6237611
bs0_ue00427.png,0,0.742029,133.29768189652964,55.47702011646445,0.12454124,0.6431261,0.47410673,0.67305875
bs0_ue00431.png,0,0.742029,70.3442480010889,168.7295952045001,-0.077711284,0.23205099,0.78765917,0.7566831
bs0_ue00446.png,0,0.742029,101.45064626854207,66.17413820753637,-0.077711284,0.9607879,0.45138755,0.7384711
bs0_ue00460.png,0,0.742029,108.67193255250132,35.9405364480364,0.12454124,1.1773512,0.4790623,0.62177205
bs0_ue00463.png,0,0.742029,129.85126996384238,57.165626033483875,0.12454124,0.6381289,0.4535942,0.67309576
bs0_ue00465.png,0,0.742029,92.29614907234084,54.970529076356854,0.12454124,0.6783291,0.23979972,0.60177076
bs0_ue00469.png,0,0.742029,127.39278966185958,51.39725892114729,0.12454124,0.65942633,0.44283444,0.6650497
bs0_ue00481.png,0,0.742029,147.35384412199522,84.93704391607336,0.28499213,0.7544998,1.215807,0.88759094
bs0_ue00482.png,0,0.742029,143.8801202648414,56.3379917496486,0.12454124,0.6385184,0.5349448,0.6787793
bs0_ue00487.png,0,0.742029,63.89326562708466,18.612951461465794,0.2969306,1.0892609,0.3482613,0.73430985
bs0_ue00493.png,0,0.742029,89.70598399792999,58.57419718097271,0.12454124,0.6447195,0.2215912,0.6015125
bs0_ue00495.png,0,0.742029,72.3645593366297,165.73762588793699,-0.056483943,0.2980139,0.7113354,0.7529911
bs0_ue00496.png,0,0.742029,146.9764658793659,99.52032818124358,-0.077711284,0.59315014,0.5559444,0.65033317
bs0_ue00498.png,0,0.742029,97.6183863433909,83.02266137846365,-0.077711284,1.0647776,0.3645948,0.73277277
bs0_ue00499.png,0,0.742029,70.91224736499517,154.4437664835202,-0.077711284,0.21738458,0.7115582,0.7540904
bs0_ue00506.png,0,0.742029,74.62763854242894,33.254946100489335,0.2969306,0.67231345,0.30105782,0.68160367
bs0_ue00508.png,0,0.742029,142.22958337207845,96.82781885883166,-0.077711284,0.6025519,0.52640253,0.65621734
bs0_ue00513.png,0,0.742029,129.78218371519174,93.13666393092453,-0.077711284,0.61842144,0.45267248,0.66050386
bs0_ue00520.png,0,0.742029,129.3598002234414,44.16858963733223,0.14020482,0.76188433,0.54865444,0.80625206
bs0_ue00522.png,0,0.742029,88.22511120185331,43.115977407891066,0.14020482,0.8270129,0.25498456,0.62563956
bs0_ue00526.png,0,0.742029,145.7661541530048,56.22381745187857,0.12454124,0.6385673,0.5458851,0.6794965
bs0_ue00528.png,0,0.742029,111.64516319443041,62.25612508406005,0.20186135,0.5466886,0.42583162,0.85752845
bs0_ue00530.png,0,0.742029,124.9250961350567,56.936176887965296,0.12454124,0.6399292,0.4251988,0.67030925
bs0_ue00532.png,0,0.742029,142.04967622559226,47.88818291468393,0.12454124,0.66282594,0.5298599,0.6780971
bs0_ue00544.png,0,0.742029,73.56995481308682,138.99903103517516,-0.023316747,0.31647316,0.47630614,0.5636066
bs0_ue00546.png,0,0.742029,105.5049826893558,52.807185918609655,0.12454124,0.6713397,0.31686583,0.6490038
bs0_ue00548.png,0,0.742029,108.80204412496008,37.83972173594293,0.17300299,0.80164766,0.47381413,0.69022065
bs0_ue00550.png,0,0.742029,134.19307072904158,41.16851627092742,0.14020482,0.7597851,0.5814088,0.80968314
bs0_ue00551.png,0,0.742029,142.3200113203123,55.78995753535239,0.12454124,0.6403165,0.52610147,0.6776333
bs0_ue00553.png,0,0.742029,147.31617012273105,32.86208253316245,0.14020482,0.75599945,0.67105526,0.8177108
bs0_ue00555.png,0,0.742029,145.24356541321163,53.620430252725974,0.12454124,0.64578503,0.5439097,0.6771061
bs0_ue00561.png,0,0.742029,69.29824424651868,154.2884595615535,-0.077711284,0.21317637,0.7152031,0.75551206
bs0_ue00571.png,0,0.742029,135.1170393609953,96.85062335838627,-0.077711284,0.59664416,0.48566365,0.6478693
bs0_ue00574.png,0,0.742029,145.14264256518277,28.76902503810498,0.14020482,0.76789963,0.67586344,0.8125479
bs0_ue00576.png,0,0.742029,125.14855090569236,93.61643817155394,-0.077711284,0.61180407,0.42609623,0.6538969
bs0_ue00586.png,0,0.742029,66.4681368517942,166.10328275579528,-0.077711284,0.22097078,0.7834089,0.7584768
bs0_ue00592.png,0,0.742029,103.99127796892036,27.5547803118207,0.12454124,0.7200286,0.5474562,0.72645164
bs0_ue00599.png,0,0.742029,107.96019239140249,51.42206269566284,0.12454124,0.67591304,0.33248913,0.6484523
bs0_ue00601.png,0,0.742029,143.83650019069336,49.67038387987532,0.12454124,0.6570847,0.5384522,0.67276895
bs0_ue00607.png,0,0.742029,120.73977529180125,49.77851722776334,0.12454124,0.67014587,0.40666273,0.65774834
bs0_ue00611.png,0,0.742029,75.23923728048365,145.26621983776914,-0.023316747,0.3209625,0.5128001,0.5659159
bs0_ue00626.png,0,0.742029,86.92729195220133,56.187996102578204,0.12454124,0.68035537,0.20811999,0.59431505
bs0_ue00627.png,0,0.742029,73.8207180581891,152.42166977301426,-0.023316747,0.3167171,0.55403,0.6626184
bs0_ue00629.png,0,0.742029,114.03057077284042,90.14397873937541,-0.28859383,0.739151,0.64676446,0.77116823
bs0_ue00632.png,0,0.742029,116.44943472559699,39.89303059583924,0.12454124,0.7144015,0.4010441,0.63075495
bs0_ue00633.png,0,0.742029,71.3215277570014,34.97073629197781,0.2969306,0.6572541,0.28047493,0.68017006
bs0_ue00646.png,0,0.742029,115.11730350161515,31.303470888604085,0.17300299,0.79958165,0.52634,0.7278111
bs0_ue00668.png,0,0.742029,71.76679509830478,34.37615122859079,0.2969306,0.66519475,0.28357318,0.68013954
bs0_ue00670.png,0,0.742029,127.43544201102652,43.27459460479307,0.14020482,0.7688776,0.5433029,0.8029896
bs0_ue00671.png,0,0.742029,92.20314052415742,56.70500964248028,0.12454124,0.66152847,0.2372086,0.60380733
bs0_ue00690.png,0,0.742029,133.3894449947374,39.403251355405246,0.14020482,0.76595557,0.58413976,0.8071487
bs0_ue00692.png,0,0.742029,132.0292204213043,99.61944495430771,-0.077711284,0.57459056,0.47157028,0.61945117
bs0_ue00693.png,0,0.742029,67.09591781453285,36.49896723712955,0.2969306,0.6354939,0.25536254,0.67003006
bs0_ue00697.png,0,0.742029,64.5188868898655,29.577366922317054,0.2969306,0.8082398,0.2605732,0.6539581
bs0_ue00699.png,0,0.742029,121.90005511913955,55.98925885645979,0.12454124,0.6444728,0.40811777,0.6674929
bs0_ue00705.png,0,0.742029,107.95867439143215,16.43759367895325,-0.077711284,0.9182564,0.74223816,0.7953545
bs0_ue00709.png,0,0.742029,89.03689101099822,54.18593009168106,0.12454124,0.69645375,0.2231374,0.5947046
bs0_ue00714.png,0,0.742029,136.84567907723283,37.804925036622556,0.14020482,0.7629956,0.60552126,0.80990183
bs0_ue00716.png,0,0.742029,141.73973685664578,91.67668088443983,-0.31547046,0.69326365,0.8100362,0.79955316
bs0_ue00720.png,0,0.742029,141.07816486956708,93.23632752897797,-0.31547046,0.690447,0.8035718,0.7989641
bs0_ue00722.png,0,0.742029,143.06178545582452,99.8738686493385,-0.077711284,0.5879935,0.5340614,0.6432998
bs0_ue00725.png,0,0.742029,74.60203436792901,143.90108418943194,-0.023316747,0.31926963,0.50479025,0.5651345
bs0_ue00727.png,0,0.742029,144.63851650002897,93.75160054391407,-0.077711284,0.619012,0.5387477,0.6682257
bs0_ue00729.png,0,0.742029,103.19595810945394,33.49590789578305,0.17621484,0.9331247,0.48303834,0.6889761
bs0_ue00733.png,0,0.742029,138.06337380344974,56.420915948028984,0.12454124,0.63917154,0.5012887,0.67625207
bs0_ue00740.png,0,0.742029,143.24993120214978,99.30478081045351,-0.077711284,0.59095937,0.5344944,0.64649844
bs0_ue00741.png,0,0.742029,138.16920255138277,51.872249736870124,0.12454124,0.6529393,0.504233,0.6719695
bs0_ue00742.png,0,0.742029,127.48825633499499,49.5246593327215,0.12454124,0.6660105,0.44523385,0.66258794
bs0_ue00760.png,0,0.742029,136.37229768647856,60.201508674189284,0.14020482,0.5761695,0.53229374,0.7079003
bs0_ue00762.png,0,0.742029,125.92352094055624,49.80909457716613,0.12454124,0.6660613,0.43603083,0.6618641
bs0_ue00763.png,0,0.742029,67.20412361241947,21.37119535759384,0.2969306,1.0831937,0.3236609,0.7317243
bs0_ue00765.png,0,0.742029,75.39247247749077,33.83442361417141,0.2969306,0.66362774,0.30473027,0.6819989
bs0_ue00769.png,0,0.742029,145.89907575040868,95.10638964245332,-0.077711284,0.61287755,0.5465188,0.66509545
bs0_ue00779.png,0,0.742029,130.43200845249984,98.82667981979142,-0.077711284,0.57706416,0.4614514,0.62268734
bs0_ue00788.png,0,0.742029,135.61773785121608,53.26152330973588,0.12454124,0.64957035,0.4886385,0.6720202
bs0_ue00794.png,0,0.742029,77.8629329042396,157.66764479555383,-0.023316747,0.32622412,0.58525366,0.5803188
bs0_ue00795.png,0,0.742029,99.63741255395679,45.46344361204212,0.17796889,0.80838156,0.4060775,0.61153364
bs0_ue00798.png,0,0.742029,59.46789033851776,169.67028943612715,-0.077711284,0.21057935,0.82079536,0.7629215
